[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "One stationary sun"

    [[setup.suns]]
    link_factor = 0
    green = 255

[experiment]
datetime = 2023-12-09T22:00:39.049Z

ms,x,y,θ,start1,stop1
12341,336.3142513347399,621.129602966995,-1.777734223158737,1,1
12439,332.2841120059411,621.9761568571797,-2.0783629332708893,1,1
12539,330.3025159476648,622.9928234238365,-2.283016114436588,1,1
12638,328.5717013946386,622.5446184335067,-2.5195615411601877,1,1
12739,326.35300412326814,622.2496678196329,-2.8970041027453375,1,1
12840,322.9205586497812,621.0855304356671,3.0554160195712665,1,1
12939,317.8938473789383,619.6603520266566,2.7689121431341297,1,1
13040,312.0327808296703,615.5624174154725,2.4696772013424626,1,1
13138,301.4699229984138,613.0758406625338,2.1004802200257364,1,1
13239,289.1653043777648,614.3718030546017,1.8158602205256704,1,1
13334,281.24812412658406,616.2043307260172,1.4496992627993384,1,1
13439,279.94536202383097,618.5712833572356,1.2479212295474842,1,1
13539,281.1914046443128,620.8286880157482,1.21186509700091,1,1
13634,280.26214659049685,617.3820401422764,1.2888418077682524,1,1
13734,281.52636800086793,615.7377912796842,1.7724077164863283,1,1
13834,285.91738497319943,617.5502701738573,2.480016491675387,1,1
13934,288.1853516907962,618.0606195167026,-2.992801476993191,1,1
14035,290.71447799884737,614.296794312289,-2.277825803561255,1,1
14137,294.7981100153432,599.9124293889157,-1.6597088424988564,1,1
14236,,,,1,1
14336,,,,1,1
14446,,,,1,1
14537,,,,1,1
14640,,,,1,1
14750,,,,1,1
14837,,,,1,1
14934,,,,1,1
15057,,,,1,1
15133,,,,1,1
15234,,,,1,1
15335,,,,1,1
15436,,,,1,1
15549,,,,1,1
15638,,,,1,1
15743,,,,1,1
15840,,,,1,1
15940,,,,1,1
16044,,,,1,1
16144,,,,1,1
16253,,,,1,1
16357,,,,1,1
16440,,,,1,1
16544,,,,1,1
16643,,,,1,1
16745,,,,1,1
16845,,,,1,1
16944,,,,1,1
17062,,,,1,1
17145,,,,1,1
17256,,,,1,1
17347,,,,1,1
17450,,,,1,1
17558,,,,1,1
17649,,,,1,1
17752,,,,1,1
17855,,,,1,1
17962,,,,1,1
18050,,,,1,1
18155,,,,1,1
18256,,,,1,1
18362,,,,1,1
18454,,,,1,1
18559,,,,1,1
18658,,,,1,1
18753,,,,1,1
18852,,,,1,1
18952,,,,1,1
19139,,,,1,1
19172,,,,1,1
19267,,,,1,1
19349,,,,1,1
19459,,,,1,1
19546,,,,1,1
19664,,,,1,1
19746,,,,1,1
19846,,,,1,1
19950,,,,1,1
20047,,,,1,1
20149,,,,1,1
20263,,,,1,1
20348,,,,1,1
20457,,,,1,1
20546,,,,1,1
20647,,,,1,1
20744,,,,1,1
20844,,,,1,1
20946,,,,1,1
